STATE,ST_CASE,DAY,MONTH,HOUR,MINUTE,AGE,SEX,PER_TYP,INJ_SEV
36,360623,6,10,23,55,65,1,1,1
36,360623,6,10,23,55,23,1,2,1
36,360623,6,10,23,55,63,2,2,1
36,360624,12,8,13,13,69,1,1,4
36,360625,17,9,12,10,23,1,1,4
36,360625,17,9,12,10,65,1,1,0
36,360625,17,9,12,10,37,2,2,0
36,360625,17,9,12,10,58,2,2,0
36,360626,22,9,19,22,22,1,1,0
36,360626,22,9,19,22,21,2,2,0
36,360626,22,9,19,22,27,1,1,4
36,360627,7,10,1,44,28,1,1,4
36,360628,28,9,9,34,74,1,1,4
36,360628,28,9,9,34,70,1,1,1
36,360628,28,9,9,34,66,2,2,3
36,360628,28,9,9,34,65,1,1,1
36,360629,6,10,3,6,77,1,5,4
36,360629,6,10,3,6,31,1,1,1
36,360630,6,10,13,24,39,1,1,4
36,360630,6,10,13,24,24,1,1,0
36,360631,28,9,14,40,68,2,1,2
36,360631,28,9,14,40,66,1,1,4
36,360632,22,9,4,22,56,1,6,4
36,360632,22,9,4,22,27,1,1,1
36,360633,6,10,12,1,31,1,1,4
36,360633,6,10,12,1,29,1,1,0
36,360633,6,10,12,1,27,1,2,0
36,360634,10,10,17,27,26,1,1,4
36,360634,10,10,17,27,67,1,1,0
36,360635,11,10,6,45,37,2,5,4
36,360635,11,10,6,45,33,1,1,0
36,360636,16,9,8,37,89,2,5,4
36,360636,16,9,8,37,54,1,1,0
36,360637,27,9,16,24,33,1,1,4
36,360637,27,9,16,24,40,1,1,0
36,360637,27,9,16,24,30,1,1,0
36,360638,10,10,6,50,60,1,1,0
36,360638,10,10,6,50,23,1,1,4
36,360639,1,10,3,48,52,1,1,4
36,360640,22,9,4,30,40,1,1,4
36,360641,15,9,18,50,58,2,5,4
36,360641,15,9,18,50,23,1,1,0
36,360641,15,9,18,50,27,2,3,0
36,360642,9,10,17,1,49,1,1,4
36,360642,9,10,17,1,40,1,1,1
36,360642,9,10,17,1,36,2,1,1
36,360643,30,9,2,14,23,1,1,4
36,360644,26,7,19,18,61,1,1,4
36,360644,26,7,19,18,20,2,1,1
36,360644,26,7,19,18,19,1,2,1
36,360645,11,10,21,31,18,1,1,3
36,360645,11,10,21,31,51,1,2,4
36,360646,11,10,20,4,45,2,5,4
36,360646,11,10,20,4,57,1,1,0
36,360647,13,10,22,0,46,1,1,4
36,360648,11,10,17,56,47,2,5,4
36,360648,11,10,17,56,29,1,1,1
36,360648,11,10,17,56,33,2,2,0
36,360648,11,10,17,56,999,1,2,0
36,360648,11,10,17,56,17,2,1,1
36,360648,11,10,17,56,20,1,2,1
36,360648,11,10,17,56,16,2,2,1
36,360648,11,10,17,56,14,1,2,1
36,360649,14,10,16,15,42,1,1,0
36,360649,14,10,16,15,65,1,1,4
36,360650,13,10,20,18,45,1,5,4
36,360650,13,10,20,18,21,2,1,0
36,360650,13,10,20,18,18,2,2,0
36,360651,17,10,19,33,60,2,1,4
36,360653,4,6,8,33,59,1,1,4
36,360653,4,6,8,33,44,1,1,1
36,360654,1,8,13,10,33,1,1,4
36,360655,8,10,0,18,22,1,1,4
36,360656,17,8,16,7,33,2,1,0
36,360656,17,8,16,7,12,2,2,1
36,360656,17,8,16,7,22,1,1,4
36,360657,23,9,10,19,83,2,1,0
36,360657,23,9,10,19,44,2,2,0
36,360657,23,9,10,19,47,2,1,1
36,360657,23,9,10,19,86,1,2,1
36,360657,23,9,10,19,85,2,2,4
36,360657,23,9,10,19,60,2,1,0
36,360658,19,9,0,26,21,1,1,0
36,360658,19,9,0,26,54,1,1,4
36,360659,13,9,20,36,62,1,5,4
36,360659,13,9,20,36,16,2,1,0
36,360660,15,10,22,29,37,1,1,1
36,360660,15,10,22,29,36,1,2,1
36,360660,15,10,22,29,32,1,1,4
36,360660,15,10,22,29,26,2,2,3
36,360661,12,7,21,0,85,1,5,4
36,360661,12,7,21,0,62,2,1,0
36,360662,10,10,16,7,74,1,6,4
36,360662,10,10,16,7,66,1,1,0
36,360663,19,10,10,45,65,1,8,4
36,360663,19,10,10,45,49,1,1,0
36,360664,4,9,15,51,52,2,1,4
36,360664,4,9,15,51,3,2,2,0
36,360665,19,10,17,53,47,1,1,0
36,360665,19,10,17,53,37,2,1,4
36,360666,20,10,11,45,92,2,1,4
36,360666,20,10,11,45,76,2,2,1
36,360666,20,10,11,45,31,2,1,2
36,360666,20,10,11,45,5,1,2,1
36,360666,20,10,11,45,8,1,2,1
36,360666,20,10,11,45,0,1,2,0
36,360668,21,8,1,7,21,1,1,4
36,360670,21,10,0,57,35,1,1,4
36,360671,21,10,15,55,44,1,1,4
36,360671,21,10,15,55,56,1,1,1
36,360672,21,10,13,50,74,2,1,4
36,360673,23,10,16,3,61,1,1,4
36,360673,23,10,16,3,18,1,1,0
36,360673,23,10,16,3,52,1,2,0
36,360673,23,10,16,3,16,1,2,0
36,360674,11,10,6,35,25,1,1,4
36,360674,11,10,6,35,32,2,1,0
36,360674,11,10,6,35,2,2,2,0
36,360675,20,10,11,0,76,2,1,1
36,360675,20,10,11,0,79,1,2,4
36,360675,20,10,11,0,40,1,1,3
36,360676,29,9,14,16,25,2,1,1
36,360676,29,9,14,16,66,1,1,4
36,360676,29,9,14,16,11,1,2,1
36,360677,3,10,10,38,80,2,5,4
36,360677,3,10,10,38,41,1,1,0
36,360677,3,10,10,38,24,1,2,0
36,360678,30,9,1,2,22,1,1,4
36,360678,30,9,1,2,20,2,2,3
36,360678,30,9,1,2,29,1,1,1
36,360679,18,10,21,40,35,1,5,4
36,360679,18,10,21,40,49,1,1,0
36,360680,24,10,22,30,65,2,5,4
36,360680,24,10,22,30,38,1,1,0
36,360681,26,10,19,53,67,2,5,4
36,360681,26,10,19,53,32,1,1,0
36,360682,24,10,16,2,62,1,1,4
36,360682,24,10,16,2,57,2,1,1
36,360682,24,10,16,2,53,2,1,1
36,360682,24,10,16,2,42,2,1,1
36,360683,27,10,22,35,33,1,1,4
36,360684,27,10,23,15,45,1,5,4
36,360684,27,10,23,15,999,9,1,9
36,360684,27,10,23,15,40,1,3,0
36,360684,27,10,23,15,45,1,3,0
36,360684,27,10,23,15,32,1,1,0
36,360684,27,10,23,15,36,1,1,1
36,360685,1,11,4,57,33,1,1,4
36,360686,1,11,5,15,37,1,1,1
36,360686,1,11,5,15,34,1,2,1
36,360686,1,11,5,15,58,2,2,1
36,360686,1,11,5,15,36,1,2,1
36,360686,1,11,5,15,28,1,1,4
36,360687,1,11,18,43,68,1,1,1
36,360687,1,11,18,43,50,2,2,4
36,360688,23,9,14,45,22,1,1,4
36,360689,12,9,20,57,45,1,1,4
36,360690,14,9,21,15,20,2,1,1
36,360690,14,9,21,15,52,2,1,4
36,360691,7,11,6,33,90,2,5,4
36,360691,7,11,6,33,25,1,1,0
36,360692,19,10,19,52,86,2,5,4
36,360692,19,10,19,52,67,2,1,0
36,360692,19,10,19,52,88,2,2,0
36,360693,29,10,1,27,49,2,1,4
36,360693,29,10,1,27,49,1,3,1
36,360693,29,10,1,27,54,1,1,0
36,360694,31,10,7,33,39,1,6,4
36,360694,31,10,7,33,30,1,1,0
36,360695,12,9,12,13,31,1,5,4
36,360695,12,9,12,13,25,1,1,3
36,360696,17,5,14,55,83,1,1,4
36,360697,14,9,20,20,46,1,1,4
36,360697,14,9,20,20,61,1,1,0
36,360698,12,10,11,0,58,1,1,4
36,360698,12,10,11,0,39,1,1,0
36,360698,12,10,11,0,2,1,2,0
36,360699,1,10,3,25,23,1,1,4
36,360700,16,10,16,56,48,1,5,4
36,360700,16,10,16,56,36,2,1,2
36,360700,16,10,16,56,2,2,2,0
36,360701,10,10,6,47,44,1,1,4
36,360702,27,10,10,45,50,1,1,4
36,360703,3,11,21,42,73,1,5,4
36,360703,3,11,21,42,34,1,1,0
36,360703,3,11,21,42,59,1,1,0
36,360704,14,9,14,22,89,1,1,4
36,360705,22,10,0,25,44,1,1,4
36,360705,22,10,0,25,40,2,2,0
36,360705,22,10,0,25,71,2,2,1
36,360705,22,10,0,25,11,2,2,2
36,360705,22,10,0,25,8,2,2,1
36,360705,22,10,0,25,4,1,2,1
36,360706,22,9,14,30,18,1,1,4
36,360707,8,11,16,9,78,2,5,4
36,360707,8,11,16,9,49,1,1,0
36,360708,11,11,17,33,29,1,5,4
36,360708,11,11,17,33,999,9,1,9
36,360709,15,9,16,9,68,2,1,1
36,360709,15,9,16,9,75,1,2,1
36,360709,15,9,16,9,55,1,1,4
36,360710,10,11,3,36,22,1,1,4
36,360710,10,11,3,36,20,2,2,4
36,360710,10,11,3,36,27,1,1,0
36,360710,10,11,3,36,51,1,2,1
36,360711,24,9,7,33,47,1,1,4
36,360712,30,9,13,56,12,1,5,4
36,360712,30,9,13,56,14,1,5,3
36,360712,30,9,13,56,16,1,5,3
36,360712,30,9,13,56,15,1,5,2
36,360712,30,9,13,56,15,1,5,2
36,360712,30,9,13,56,59,1,1,0
36,360713,29,10,15,14,69,1,1,4
36,360714,2,11,11,19,88,1,5,4
36,360714,2,11,11,19,31,2,1,0
36,360715,9,11,3,6,25,1,1,4
36,360716,22,9,14,48,24,1,1,4
36,360717,10,11,18,45,65,1,1,4
36,360717,10,11,18,45,30,1,1,1
36,360718,10,11,9,55,87,2,5,4
36,360718,10,11,9,55,999,9,1,9
36,360719,28,10,1,9,35,1,1,4
36,360720,9,11,17,0,76,2,5,4
36,360720,9,11,17,0,49,1,1,0
36,360721,10,11,0,16,37,1,5,4
36,360721,10,11,0,16,30,1,1,0
36,360722,13,11,6,57,63,1,1,4
36,360723,13,11,21,30,23,1,1,4
36,360724,5,11,0,31,27,1,1,4
36,360724,5,11,0,31,41,1,1,0
36,360725,14,11,13,25,60,1,5,4
36,360725,14,11,13,25,48,1,1,0
36,360725,14,11,13,25,45,1,2,0
36,360725,14,11,13,25,25,1,3,0
36,360725,14,11,13,25,48,1,3,0
36,360726,13,11,14,40,63,1,1,4
36,360727,16,11,11,10,81,2,5,4
36,360727,16,11,11,10,41,1,1,0
36,360728,19,11,17,56,76,1,1,4
36,360729,19,11,16,0,66,2,1,0
36,360729,19,11,16,0,22,1,1,4
36,360730,17,11,6,54,30,2,1,4
36,360730,17,11,6,54,28,1,2,3
36,360730,17,11,6,54,14,2,2,3
36,360730,17,11,6,54,12,1,2,3
36,360730,17,11,6,54,42,1,1,1
36,360731,30,9,7,26,60,1,1,4
36,360732,7,11,18,30,52,1,5,4
36,360732,7,11,18,30,58,1,1,0
36,360733,7,11,18,30,61,2,5,4
36,360733,7,11,18,30,17,2,1,1
36,360734,9,11,12,40,53,2,1,4
36,360735,10,11,23,39,24,1,1,4
36,360735,10,11,23,39,27,2,2,0
36,360736,2,10,23,10,71,1,5,4
36,360736,2,10,23,10,70,1,1,0
36,360737,11,11,8,29,75,1,1,4
36,360738,12,11,16,30,52,1,1,4
36,360739,12,11,14,17,39,1,1,4
36,360740,15,11,22,40,19,1,1,4
36,360740,15,11,22,40,21,1,2,3
36,360740,15,11,22,40,44,1,1,0
36,360741,8,11,13,48,33,1,5,4
36,360741,8,11,13,48,37,1,1,0
36,360741,8,11,13,48,26,1,2,0
36,360742,31,10,21,16,53,1,1,0
36,360742,31,10,21,16,40,1,1,4
36,360744,26,11,18,45,56,1,5,4
36,360744,26,11,18,45,53,1,5,3
36,360744,26,11,18,45,50,1,5,3
36,360744,26,11,18,45,57,2,5,3
36,360744,26,11,18,45,58,2,5,2
36,360744,26,11,18,45,64,2,5,3
36,360744,26,11,18,45,56,1,5,3
36,360744,26,11,18,45,70,1,1,0
36,360744,26,11,18,45,69,2,2,0
36,360745,23,11,21,30,40,1,1,4
36,360745,23,11,21,30,58,2,1,1
36,360746,28,11,18,2,82,1,5,4
36,360746,28,11,18,2,85,1,1,0
36,360747,21,11,7,15,48,1,1,3
36,360747,21,11,7,15,32,1,1,1
36,360747,21,11,7,15,32,1,1,4
36,360747,21,11,7,15,51,1,1,0
36,360747,21,11,7,15,36,1,1,0
36,360747,21,11,7,15,42,1,1,0
36,360748,8,8,22,35,43,1,1,4
36,360749,23,11,18,21,58,1,5,4
36,360749,23,11,18,21,52,2,1,0
36,360750,3,9,20,32,31,1,1,4
36,360751,23,8,22,35,29,1,1,4
36,360752,22,11,20,15,57,1,5,4
36,360752,22,11,20,15,43,1,1,0
36,360753,3,11,14,34,62,2,5,4
36,360753,3,11,14,34,35,1,1,0
36,360754,14,9,5,21,25,1,1,4
36,360754,14,9,5,21,29,1,2,3
36,360755,10,11,17,9,86,1,5,4
36,360755,10,11,17,9,51,1,1,0
36,360755,10,11,17,9,50,2,2,0
36,360755,10,11,17,9,12,1,2,0
36,360755,10,11,17,9,15,1,2,0
36,360756,6,10,13,55,46,1,5,4
36,360756,6,10,13,55,71,1,5,4
36,360756,6,10,13,55,53,1,1,4
36,360756,6,10,13,55,24,2,2,4
36,360756,6,10,13,55,30,2,2,4
36,360756,6,10,13,55,27,1,2,4
36,360756,6,10,13,55,31,1,2,4
36,360756,6,10,13,55,33,2,2,4
36,360756,6,10,13,55,34,1,2,4
36,360756,6,10,13,55,26,2,2,4
36,360756,6,10,13,55,35,2,2,4
36,360756,6,10,13,55,34,1,2,4
36,360756,6,10,13,55,31,2,2,4
36,360756,6,10,13,55,34,2,2,4
36,360756,6,10,13,55,30,1,2,4
36,360756,6,10,13,55,29,2,2,4
36,360756,6,10,13,55,30,2,2,4
36,360756,6,10,13,55,29,1,2,4
36,360756,6,10,13,55,34,1,2,4
36,360756,6,10,13,55,34,1,2,4
36,360756,6,10,13,55,63,2,3,0
36,360756,6,10,13,55,67,2,3,0
36,360756,6,10,13,55,58,2,3,0
36,360757,14,11,16,24,66,1,1,4
36,360757,14,11,16,24,63,1,1,0
36,360757,14,11,16,24,36,1,2,0
36,360757,14,11,16,24,34,1,2,0
36,360758,13,11,6,43,48,1,1,4
36,360758,13,11,6,43,23,2,2,3
36,360759,15,11,11,32,90,2,5,4
36,360759,15,11,11,32,66,1,1,0
36,360760,5,11,14,40,69,2,5,4
36,360760,5,11,14,40,76,1,1,0
36,360761,15,11,6,35,24,1,1,0
36,360761,15,11,6,35,57,1,1,4
36,360761,15,11,6,35,34,1,1,3
36,360761,15,11,6,35,48,1,1,1
36,360762,14,10,1,25,48,1,1,4
36,360763,26,11,18,21,77,2,5,4
36,360763,26,11,18,21,61,1,1,0
36,360763,26,11,18,21,59,2,2,0
36,360764,27,11,23,4,53,1,6,4
36,360764,27,11,23,4,49,1,1,0
36,360765,24,11,11,47,82,1,1,4
36,360765,24,11,11,47,56,1,1,1
36,360765,24,11,11,47,52,1,2,1
36,360765,24,11,11,47,65,2,1,0
36,360765,24,11,11,47,33,2,2,0
36,360766,28,10,10,34,55,1,1,4
36,360767,27,11,7,43,32,1,1,0
36,360767,27,11,7,43,36,1,1,4
36,360767,27,11,7,43,52,1,1,2
36,360768,1,12,17,45,55,1,5,4
36,360768,1,12,17,45,44,1,1,0
36,360769,28,11,18,37,70,2,5,4
36,360769,28,11,18,37,58,1,1,0
36,360770,1,12,18,24,65,1,5,4
36,360770,1,12,18,24,999,9,1,9
36,360771,1,12,11,37,89,2,5,4
36,360771,1,12,11,37,35,2,1,0
36,360772,5,12,17,20,29,1,1,4
36,360772,5,12,17,20,29,1,2,1
36,360773,7,12,18,58,21,1,1,4
36,360773,7,12,18,58,18,2,2,0
36,360774,10,12,4,18,63,1,5,4
36,360774,10,12,4,18,64,1,1,0
36,360775,2,12,10,33,93,1,1,3
36,360775,2,12,10,33,95,2,2,4
36,360775,2,12,10,33,83,2,1,3
36,360776,7,12,21,58,21,1,1,0
36,360776,7,12,21,58,26,1,2,0
36,360776,7,12,21,58,32,1,1,4
36,360777,2,8,0,1,27,1,5,4
36,360777,2,8,0,1,32,2,5,1
36,360777,2,8,0,1,17,2,1,1
36,360779,5,11,17,27,86,1,5,4
36,360779,5,11,17,27,84,1,1,0
36,360779,5,11,17,27,78,2,2,0
36,360780,11,12,14,19,65,2,1,3
36,360780,11,12,14,19,80,2,2,4
36,360781,8,9,20,10,14,1,6,4
36,360781,8,9,20,10,21,1,1,0
36,360781,8,9,20,10,20,1,2,0
36,360782,28,11,15,7,45,1,1,4
36,360783,18,11,16,32,68,2,5,4
36,360783,18,11,16,32,62,2,1,0
36,360784,5,12,23,13,21,1,1,4
36,360785,3,12,15,12,76,1,1,4
36,360786,2,8,1,16,22,2,1,4
36,360787,11,12,8,2,57,2,5,4
36,360787,11,12,8,2,54,2,1,0
36,360788,1,10,20,5,26,1,1,4
36,360788,1,10,20,5,17,2,1,0
36,360789,7,12,17,45,71,2,5,4
36,360789,7,12,17,45,83,2,1,0
36,360790,29,9,20,0,26,1,5,4
36,360790,29,9,20,0,42,1,1,0
36,360791,10,11,6,41,22,1,1,4
36,360792,13,11,5,48,46,1,1,2
36,360792,13,11,5,48,62,1,1,4
36,360793,6,12,19,2,51,1,1,4
36,360793,6,12,19,2,52,1,1,0
36,360794,10,12,12,47,75,2,1,4
36,360794,10,12,12,47,37,1,1,3
36,360795,13,12,15,0,56,1,1,1
36,360795,13,12,15,0,58,1,2,4
36,360795,13,12,15,0,52,1,1,0
36,360796,13,12,16,50,73,1,1,4
36,360797,15,11,8,45,28,2,1,1
36,360797,15,11,8,45,75,2,1,4
36,360798,26,11,19,12,52,1,5,4
36,360798,26,11,19,12,22,1,1,0
36,360799,13,12,20,40,63,2,5,4
36,360799,13,12,20,40,37,1,1,2
36,360800,14,12,0,52,21,1,6,4
36,360800,14,12,0,52,999,9,1,9
36,360801,17,12,6,20,73,2,5,4
36,360801,17,12,6,20,38,1,1,0
36,360802,18,12,16,1,74,2,5,4
36,360802,18,12,16,1,58,1,1,0
36,360803,2,11,1,21,39,2,5,4
36,360803,2,11,1,21,999,9,1,9
36,360804,12,12,6,58,71,1,5,4
36,360804,12,12,6,58,54,1,1,0
36,360805,9,12,12,43,36,1,1,0
36,360805,9,12,12,43,87,2,1,4
36,360805,9,12,12,43,999,9,1,9
36,360806,10,12,21,55,22,1,1,4
36,360807,17,12,23,26,24,1,1,4
36,360808,11,12,14,37,41,1,1,1
36,360808,11,12,14,37,73,1,1,1
36,360808,11,12,14,37,86,2,2,4
36,360809,12,12,16,10,17,1,1,0
36,360809,12,12,16,10,16,1,2,0
36,360809,12,12,16,10,15,1,2,4
36,360810,18,12,13,3,69,1,1,4
36,360811,16,12,8,34,86,1,1,4
36,360812,10,11,2,7,26,1,1,4
36,360813,28,11,5,40,37,1,5,4
36,360813,28,11,5,40,52,2,1,0
36,360814,18,12,17,47,28,1,5,4
36,360814,18,12,17,47,52,1,1,0
36,360814,18,12,17,47,59,1,1,0
36,360815,19,12,17,41,90,1,5,4
36,360815,19,12,17,41,71,1,1,3
36,360816,30,11,14,48,48,1,1,4
36,360816,30,11,14,48,55,1,1,0
36,360817,20,12,19,31,28,2,5,4
36,360817,20,12,19,31,50,1,1,0
36,360818,22,12,7,50,30,1,1,3
36,360818,22,12,7,50,24,2,2,4
36,360818,22,12,7,50,25,2,1,1
36,360819,24,12,17,8,19,2,1,0
36,360819,24,12,17,8,51,1,1,4
36,360820,24,12,23,3,42,1,5,4
36,360820,24,12,23,3,31,1,1,0
36,360821,26,11,17,5,25,2,1,4
36,360821,26,11,17,5,27,1,1,0
36,360822,7,12,19,16,32,1,5,4
36,360822,7,12,19,16,52,2,1,0
36,360822,7,12,19,16,15,2,2,0
36,360823,31,12,12,44,999,2,5,4
36,360823,31,12,12,44,43,2,1,0
36,360824,29,12,7,23,37,1,1,1
36,360824,29,12,7,23,51,2,1,4
36,360824,29,12,7,23,28,1,1,1
36,360824,29,12,7,23,68,2,1,1
36,360825,31,12,17,24,91,1,5,4
36,360825,31,12,17,24,19,1,1,0
36,360826,13,12,14,0,23,1,1,4
36,360826,13,12,14,0,21,2,2,1
36,360826,13,12,14,0,59,1,1,0
36,360827,15,12,1,34,27,1,1,4
36,360827,15,12,1,34,26,2,2,3
36,360827,15,12,1,34,46,2,1,3
36,360828,21,12,15,15,67,2,1,4
36,360828,21,12,15,15,74,1,2,0
36,360828,21,12,15,15,45,2,2,1
36,360829,16,12,1,28,38,1,1,4
36,360829,16,12,1,28,36,1,2,2
36,360829,16,12,1,28,34,1,2,3
36,360830,11,12,19,15,61,2,5,4
36,360830,11,12,19,15,57,1,1,0
36,360831,20,12,21,30,64,2,5,4
36,360831,20,12,21,30,47,2,1,0
36,360831,20,12,21,30,22,1,1,0
36,360832,13,12,7,59,84,2,1,4
36,360832,13,12,7,59,18,2,1,0
36,360832,13,12,7,59,17,2,2,0
36,360832,13,12,7,59,16,1,2,0
36,360833,15,12,13,50,61,2,1,4
36,360834,22,12,23,35,19,1,1,1
36,360834,22,12,23,35,16,1,2,1
36,360834,22,12,23,35,18,1,2,4
36,360835,21,11,23,14,72,1,5,4
36,360835,21,11,23,14,70,2,1,0
36,360836,16,10,8,40,69,2,5,4
36,360836,16,10,8,40,77,1,1,0
36,360837,10,12,10,28,74,1,5,4
36,360837,10,12,10,28,44,1,1,0
36,360838,6,11,18,27,51,1,5,4
36,360838,6,11,18,27,30,1,1,0
36,360839,8,2,15,55,96,1,1,4
36,360839,8,2,15,55,39,1,1,0
36,360840,15,12,16,24,56,1,1,1
36,360840,15,12,16,24,95,2,2,4
36,360840,15,12,16,24,42,1,1,0
36,360841,29,11,12,38,17,1,1,4
36,360841,29,11,12,38,17,1,2,3
36,360842,27,12,14,34,55,1,1,4
36,360842,27,12,14,34,41,1,1,1
36,360842,27,12,14,34,24,1,1,0
36,360843,16,12,13,5,85,2,5,4
36,360843,16,12,13,5,44,2,1,0
36,360844,31,12,18,31,69,1,5,4
36,360844,31,12,18,31,44,1,1,0
36,360845,18,12,6,45,64,1,5,4
36,360845,18,12,6,45,24,1,1,0
36,360845,18,12,6,45,17,2,2,0
36,360846,22,12,18,44,78,2,1,4
36,360847,11,11,6,3,49,1,1,1
36,360847,11,11,6,3,41,1,1,4
36,360848,27,10,11,44,23,1,1,0
36,360848,27,10,11,44,80,1,1,4
36,360849,4,12,14,22,66,2,5,3
36,360849,4,12,14,22,66,2,5,4
36,360849,4,12,14,22,49,1,1,0
36,360850,29,11,10,0,81,1,1,4
36,360850,29,11,10,0,42,1,1,1
36,360851,30,12,21,52,85,2,5,4
36,360851,30,12,21,52,70,1,1,0
36,360851,30,12,21,52,30,2,2,0
36,360851,30,12,21,52,22,2,2,0
36,360852,25,10,13,52,92,1,1,4
36,360852,25,10,13,52,80,2,2,1
36,360852,25,10,13,52,65,2,1,1
36,360853,6,11,12,17,30,1,1,0
36,360853,6,11,12,17,28,1,1,4
36,360854,6,11,8,55,73,1,1,4
36,360855,6,11,10,47,55,1,1,0
36,360855,6,11,10,47,91,1,1,4
36,360856,14,11,20,54,54,1,1,4
36,360856,14,11,20,54,42,1,1,0
36,360856,14,11,20,54,36,2,2,0
36,360856,14,11,20,54,9,1,2,0
36,360856,14,11,20,54,5,1,2,0
36,360856,14,11,20,54,23,1,1,0
36,360856,14,11,20,54,28,1,1,3
36,360856,14,11,20,54,43,1,1,0
36,360857,16,11,20,50,28,1,5,4
36,360857,16,11,20,50,28,2,1,0
36,360858,17,11,4,50,69,1,5,4
36,360858,17,11,4,50,48,1,1,1
36,360859,15,11,22,45,22,2,1,4
36,360859,15,11,22,45,42,1,1,0
36,360859,15,11,22,45,28,2,2,2
36,360859,15,11,22,45,28,2,1,3
36,360860,29,9,12,5,28,1,5,4
36,360860,29,9,12,5,61,1,5,1
36,360860,29,9,12,5,67,1,1,0
36,360861,23,6,22,6,63,1,1,3
36,360861,23,6,22,6,49,1,2,4
36,360862,28,11,14,22,91,2,1,3
36,360862,28,11,14,22,91,1,1,4
36,360863,10,12,5,26,28,1,5,4
36,360863,10,12,5,26,32,1,1,0
36,360864,24,11,0,35,31,1,5,4
36,360864,24,11,0,35,29,2,2,1
36,360864,24,11,0,35,2,1,2,1
36,360864,24,11,0,35,38,2,1,1
36,360864,24,11,0,35,36,2,2,1
36,360865,7,7,19,40,53,1,1,1
36,360865,7,7,19,40,54,2,2,0
36,360865,7,7,19,40,69,1,2,0
36,360865,7,7,19,40,60,2,2,0
36,360865,7,7,19,40,25,2,2,1
36,360865,7,7,19,40,59,1,1,4
36,360866,3,9,4,25,47,1,6,4
36,360866,3,9,4,25,55,1,1,0
36,360867,9,12,9,59,90,1,1,4
36,360867,9,12,9,59,70,1,1,4
36,360867,9,12,9,59,66,1,2,1
36,360868,21,12,17,40,91,2,5,4
36,360868,21,12,17,40,17,1,1,0
36,360869,9,11,22,0,26,1,5,4
36,360869,9,11,22,0,36,1,1,0
36,360870,7,12,2,47,25,1,1,4
36,360872,19,12,14,9,76,1,1,4
36,360872,19,12,14,9,81,1,1,1
36,360872,19,12,14,9,81,2,2,0
36,360873,8,12,21,0,52,2,5,4
36,360873,8,12,21,0,38,1,1,0
36,360874,21,12,20,25,46,1,5,4
36,360874,21,12,20,25,41,1,1,0
36,360875,4,12,10,50,18,1,5,4
36,360875,4,12,10,50,65,1,1,0
36,360876,22,12,22,11,50,1,1,4
36,360876,22,12,22,11,41,2,2,4
36,360876,22,12,22,11,24,1,1,2
36,360876,22,12,22,11,22,1,2,2
36,360877,15,12,2,0,26,1,1,1
36,360877,15,12,2,0,37,2,2,4
36,360877,15,12,2,0,54,1,1,1
36,360878,28,12,18,38,50,1,5,4
36,360878,28,12,18,38,61,1,1,0
36,360878,28,12,18,38,50,2,2,0
36,360878,28,12,18,38,43,1,1,0
36,360879,24,12,20,22,46,2,5,4
36,360879,24,12,20,22,20,2,1,0
36,360879,24,12,20,22,21,2,2,0
36,360879,24,12,20,22,19,1,1,0
36,360879,24,12,20,22,20,2,2,0
36,360880,27,12,13,15,53,1,1,4
36,360880,27,12,13,15,43,1,2,0
36,360880,27,12,13,15,63,1,1,1
36,360881,23,11,13,13,43,2,1,1
36,360881,23,11,13,13,45,1,2,1
36,360881,23,11,13,13,73,1,1,4
36,360882,16,10,22,25,50,1,1,3
36,360882,16,10,22,25,33,1,1,4
36,360882,16,10,22,25,27,2,2,3
36,360883,24,11,19,6,62,1,5,4
36,360883,24,11,19,6,37,2,1,0
36,360883,24,11,19,6,31,1,2,0
36,360884,29,11,17,13,82,2,5,4
36,360885,2,12,8,42,28,1,1,0
36,360885,2,12,8,42,26,1,1,3
36,360885,2,12,8,42,24,2,2,4
36,360886,7,12,17,59,35,1,1,3
36,360886,7,12,17,59,20,2,1,4
36,360887,15,12,22,40,21,1,1,4
36,360888,18,12,22,22,82,1,1,4
36,360888,18,12,22,22,48,1,1,1
36,360888,18,12,22,22,20,1,1,1
36,360888,18,12,22,22,20,1,2,1
36,360889,29,12,0,38,63,1,5,4
36,360889,29,12,0,38,999,9,1,9
36,360890,9,12,7,14,40,1,1,4
36,360891,11,8,3,6,38,1,1,3
36,360891,11,8,3,6,43,1,2,4
36,360892,13,12,17,30,56,1,1,4
36,360893,18,11,23,52,36,1,5,4
36,360893,18,11,23,52,23,1,1,0
36,360894,19,12,19,39,58,1,1,4
36,360894,19,12,19,39,14,2,2,3
36,360894,19,12,19,39,34,1,1,0
36,360895,24,10,1,10,42,1,5,4
36,360895,24,10,1,10,21,1,1,0
36,360896,26,12,11,58,22,1,1,1
36,360896,26,12,11,58,22,2,2,1
36,360896,26,12,11,58,90,1,1,4
36,360897,30,12,14,26,66,1,5,4
36,360897,30,12,14,26,23,1,1,0
36,360898,23,8,14,19,57,1,1,0
36,360898,23,8,14,19,51,1,1,4
36,360899,3,7,17,30,90,1,1,4
36,360900,13,11,19,15,61,1,5,4
36,360900,13,11,19,15,23,1,1,0
36,360901,18,11,11,35,27,1,1,0
36,360901,18,11,11,35,94,2,1,4
36,360902,24,12,15,45,30,1,1,4
36,360902,24,12,15,45,39,1,2,3
